Caso,Rotacion,MejorFitness,PeorFitness,PromedioFitness,TiempoMs,Generaciones,Comparaciones,Asignaciones,LineasEjecutadas,MemoriaBytes,Mutaciones,Cruces
3x3,No,15.0,15.0,15.0,52.3245,10,7639,13955,21594,721,60,30
